StateAbbreviation,GeographyName,Geography,Agency,BMPShortName,BMP,BMPType,Unit,Sector,FromLoadSource,ToLoadSource,AmountSubmitted,AmountBackedOut,AmountNotBackedOut,AmountCredited,Excess,TotalAmountCredited,Cost
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,752.2589831,0,752.2589831,752.2589831,0,752.2589831,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,1241.806772,0,1241.806772,1241.806772,0,1241.806772,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,1264.383898,0,1264.383898,1264.383898,0,1264.383898,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,2032.978185,0,2032.978185,2032.978185,0,2032.978185,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,358.7608725,0,358.7608725,358.7608725,0,358.7608725,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,183.3842541,0,183.3842541,183.3842541,0,183.3842541,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,752.2445254,0,752.2445254,752.2445254,0,752.2445254,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,conservetill,Tillage Management-Conservation,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,1318.09006,0,1318.09006,1318.09006,0,1318.09006,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,214.8525468,0,214.8525468,214.8525468,0,214.8525468,1302.006434
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,354.6721873,0,354.6721873,354.6721873,0,354.6721873,2149.313455
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,361.1204415,0,361.1204415,361.1204415,0,361.1204415,2188.389876
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,580.6385115,0,580.6385115,580.6385115,0,580.6385115,3518.66938
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,102.4656244,0,102.4656244,102.4656244,0,102.4656244,620.9416838
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,52.37634294,0,52.37634294,52.37634294,0,52.37634294,317.4006382
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,214.8484147,0,214.8484147,214.8484147,0,214.8484147,1301.981393
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,376.4594606,0,376.4594606,376.4594606,0,376.4594606,2281.344332
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,2517.176595,0,2517.176595,2517.176595,0,2517.176595,16764.39612
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,4155.28007,0,4155.28007,4155.28007,0,4155.28007,27674.16527
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,4230.826723,0,4230.826723,4230.826723,0,4230.826723,28177.30597
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,6802.663954,0,6802.663954,6802.663954,0,6802.663954,45305.74193
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,1200.470129,0,1200.470129,1200.470129,0,1200.470129,7995.131058
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,613.6324592,0,613.6324592,613.6324592,0,613.6324592,4086.792178
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,2517.128102,0,2517.128102,2517.128102,0,2517.128102,16764.07316
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,4410.536098,0,4410.536098,4410.536098,0,4410.536098,29374.17042
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,965.3539801,0,965.3539801,965.3539801,0,965.3539801,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,1593.577628,0,1593.577628,1593.577628,0,1593.577628,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,1622.550244,0,1622.550244,1622.550244,0,1622.550244,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,2608.866858,0,2608.866858,2608.866858,0,2608.866858,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,460.3882804,0,460.3882804,460.3882804,0,460.3882804,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,235.332128,0,235.332128,235.332128,0,235.332128,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,965.3354117,0,965.3354117,965.3354117,0,965.3354117,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,hrtill,Tillage Management-Continuous High Residue,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,1691.46995,0,1691.46995,1691.46995,0,1691.46995,0
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,septicconnect,Septic Connection,Landuse Change,Number of Systems,Septic,Septic,Septic,178.9999983,178.9999912,7.15256E-06,7.15256E-06,0,178.9999983,225579.3779
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Roads,MS4 Roads,8.046506882,0,8.046506882,8.046506882,0,8.046506882,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Buildings and Other,MS4 Buildings and Other,38.09406281,0,38.09406281,38.09406281,0,38.09406281,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,4.91994071,0,4.91994071,4.91994071,0,4.91994071,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,19.9919405,0,19.9919405,19.9919405,0,19.9919405,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Turf Grass,MS4 Turf Grass,40.86583138,0,40.86583138,40.86583138,0,40.86583138,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Developed,CSS Construction,Regulated Construction,1.038469344,0,1.038469344,1.038469344,0,1.038469344,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Natural,CSS Mixed Open,Mixed Open,2.168348253,0,2.168348253,2.168348253,0,2.168348253,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,csoconnect,Separation of stormwater and sewer systems,Landuse Change,Acres,Natural,CSS Forest,True Forest,16.35836458,0,16.35836458,16.35836458,0,16.35836458,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,eands2,Erosion and Sediment Control Level 2,Efficiency,Acres,Developed,Regulated Construction,Regulated Construction,218.0751743,0,218.0751743,218.0751743,0,218.0751743,1383115.624
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,eands2,Erosion and Sediment Control Level 2,Efficiency,Acres,Developed,CSS Construction,CSS Construction,45.92482853,0,45.92482853,45.92482853,0,45.92482853,291272.714
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Ag Open Space,Non-tidal Floodplain Wetland,0.433323072,0.433318347,4.7244E-06,4.7244E-06,0,0.433323072,78.60047198
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Full Season Soybeans,Non-tidal Floodplain Wetland,2.668283851,2.668271307,1.25444E-05,1.25444E-05,0,2.668283851,484.0000077
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Grain with Manure,Non-tidal Floodplain Wetland,4.404723595,4.404711643,1.19526E-05,1.19526E-05,0,4.404723595,798.9728129
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Grain without Manure,Non-tidal Floodplain Wetland,4.484805347,4.484795807,9.54035E-06,9.54035E-06,0,4.484805347,813.4988419
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Leguminous Hay,Non-tidal Floodplain Wetland,9.508359068,9.508342054,1.70142E-05,1.70142E-05,0,9.508359068,1724.721251
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Silage with Manure,Non-tidal Floodplain Wetland,7.211031144,7.211020241,1.09035E-05,1.09035E-05,0,7.211031144,1308.008939
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Silage without Manure,Non-tidal Floodplain Wetland,1.272534899,1.272521447,1.3453E-05,1.3453E-05,0,1.272534899,230.8251054
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Small Grains and Grains,Non-tidal Floodplain Wetland,0.650469131,0.650450005,1.91267E-05,1.91267E-05,0,0.650469131,117.9885957
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Double Cropped Land,Non-tidal Floodplain Wetland,2.668232597,2.66822518,7.41682E-06,7.41682E-06,0,2.668232597,483.9907108
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Specialty Crop High,Non-tidal Floodplain Wetland,0.132823642,0.132811015,1.26276E-05,1.26276E-05,0,0.132823642,24.0928805
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Specialty Crop Low,Non-tidal Floodplain Wetland,0.239998408,0.239986996,1.1412E-05,1.1412E-05,0,0.239998408,43.53331127
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Other Agronomic Crops,Non-tidal Floodplain Wetland,4.675302714,4.67528704,1.56738E-05,1.56738E-05,0,4.675302714,848.0531593
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Other Hay,Non-tidal Floodplain Wetland,4.202829998,4.202806536,2.34628E-05,2.34628E-05,0,4.202829998,762.3513334
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Pasture,Non-tidal Floodplain Wetland,7.43092516,7.430913791,1.13696E-05,1.13696E-05,0,7.43092516,1347.895515
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Ag Open Space,Ag Open Space,3.249795967,0,3.249795967,3.249795967,0,3.249795967,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,20.16636292,0,20.16636292,20.16636292,0,20.16636292,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain with Manure,Grain with Manure,33.29003184,0,33.29003184,33.29003184,0,33.29003184,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain without Manure,Grain without Manure,33.89527344,0,33.89527344,33.89527344,0,33.89527344,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Leguminous Hay,Leguminous Hay,71.30987795,0,71.30987795,71.30987795,0,71.30987795,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage with Manure,Silage with Manure,54.49954942,0,54.49954942,54.49954942,0,54.49954942,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage without Manure,Silage without Manure,9.617568029,0,9.617568029,9.617568029,0,9.617568029,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,4.916117208,0,4.916117208,4.916117208,0,4.916117208,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Double Cropped Land,Double Cropped Land,20.16597559,0,20.16597559,20.16597559,0,20.16597559,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop High,Specialty Crop High,1.003854648,0,1.003854648,1.003854648,0,1.003854648,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop Low,Specialty Crop Low,1.813860393,0,1.813860393,1.813860393,0,1.813860393,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,35.33501525,0,35.33501525,35.33501525,0,35.33501525,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Hay,Other Hay,31.51998076,0,31.51998076,31.51998076,0,31.51998076,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Pasture,Pasture,55.72974119,0,55.72974119,55.72974119,0,55.72974119,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Ag Open Space,Ag Open Space,16.30749848,0,16.30749848,16.30749848,0,16.30749848,
PA,42013(cbwsonly),"Blair, PA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,101.194947,0,101.194947,101.194947,0,101.194947,
